vague_cine_inv	pid	age	q2ad	Entrées Extrapolées	mois_cine
2327	388994286	12	2973	1622.0353560297235	2307
2327	400107700	13	2964	1231.2407805566343	2307
2327	1684469677	11	2944	1534.6977963676422	2307
2327	359328212	12	2897	450.7856785273992	2307
2327	407589	12	2897	228.51678479613219	2307
2327	271142716	6	2973	4811.346569936495	2307
2327	397939459	3	2973	3683.9098842936396	2307
2327	259545286	4	2921	545.8780899381165	2307
2327	259545286	4	2955	2384.7211593822462	2307
2327	84533079	14	2929	1877.176086814566	2307
2327	320156951	10	2954	2048.786809327159	2307
2327	280983417	11	2970	390.834271715455	2307
2327	1653190883	13	2971	602.9634858869438	2307
2327	215466699	4	2921	1251.254210760241	2307
2327	1488033244	3	2860	470.5781752325692	2307
2327	109770450	3	2860	237.60100225524295	2307
2327	109770450	3	2954	2933.262301865684	2307
2327	319397868	13	2937	1649.0642266033167	2307
2327	360165475	12	2971	545.2903218854477	2307
2327	313828071	4	2973	2421.137907632204	2307
2327	359616216	14	2929	1197.3851532484082	2307
2327	135933080	14	2964	1727.3646037853086	2307
2327	1488250319	12	2966	820.9314872772372	2307
2327	341738359	5	2929	551.712513330664	2307
2327	341738359	5	2971	841.2056061799352	2307
2327	341738359	5	2973	1743.463635578951	2307
2327	221844389	5	99	536.9808981772364	2307
2327	221844389	5	2965	1375.7565646994485	2307
2327	116865389	13	2956	526.245298006787	2307
2327	392263234	9	2929	2097.0167884248463	2307
2327	361836309	14	2940	201.19711245492152	2307
2327	389339893	12	2929	2343.331612806152	2307
2327	1821470059	14	2944	896.2674010922003	2307
2327	1695522538	13	2973	3028.5267836050916	2307
2327	401219585	9	2965	1626.9383509823729	2307
2327	1488253447	10	2965	975.9851222837863	2307
2327	1488237384	13	2964	1193.7760260547939	2307
2327	64422443	5	2954	4458.634851110624	2307
2327	148964349	14	2939	286.10939165834355	2307
2327	353848802	7	2860	684.4913467223286	2307
2327	285414103	14	2966	1714.2506807444943	2307
2327	221857667	13	2973	2558.195360017683	2307
2327	1488246836	7	2973	6815.412486800889	2307
2327	1488252052	12	2964	850.6381675795321	2307
2327	332737444	9	2860	183.08268325904473	2307
2327	402223067	5	2921	2979.463202980475	2307
2327	396651008	7	2954	3285.8241842566986	2307
2327	396651008	7	2921	752.1463977109828	2307
2327	378430242	8	99	1103.947860362818	2307
2327	354366858	5	99	900.456991708423	2307
2327	92493002	11	2937	966.9481531415756	2307
2327	357184658	11	2944	2332.780493737367	2307
2327	273389299	11	2954	1404.3963927289494	2307
2327	402123567	8	2954	3404.8905291066912	2307
2327	396844298	14	99	1387.184152862972	2307
2327	338001774	4	2921	1076.831294408092	2307
2327	402271538	4	2954	2260.215772790685	2307
2327	334706758	11	2966	1838.845767553905	2307
2327	379834162	8	2860	148.84490500785586	2307
2327	1488291696	6	2954	4031.1008663878924	2307
2327	332909707	9	2965	1250.3885496639066	2307
2327	297737582	12	2937	920.1857860409262	2307
2327	125546691	13	2937	601.8031623039981	2307
2327	97814815	14	2973	2587.523091195591	2307
2327	1988359483	7	2954	3709.649851014075	2307
2327	243362398	11	2964	1549.258374466631	2307
2327	371670393	11	2937	1649.0642266033167	2307
2327	375350580	13	2966	909.6396599653725	2307
2327	352642897	13	2964	1468.3721827690058	2307
2327	400772445	10	2929	1149.1849436230718	2307
2327	347469217	13	2964	875.6529415866765	2307
2327	1488260116	10	2973	3031.0013513333042	2307
2327	293574262	12	2897	982.7473767229981	2307
2327	124150258	13	2966	2167.9853787299667	2307
2327	354106161	14	2964	1690.4097106320467	2307
2327	399533139	7	2929	551.712513330664	2307
2327	401131575	13	2964	2428.818133376869	2307
2327	1239114211	14	2929	736.4158536743984	2307
2327	1298427264	9	2970	909.8550785458641	2307
2327	389112686	6	2921	755.5716394654087	2307
2327	1488206417	8	2973	3337.3327752833284	2307
2327	332323030	11	2860	132.18584647404035	2307
2327	310500291	12	2954	2784.3853343199116	2307
2327	1700496741	3	2976	393.63225629303514	2307
2327	351038798	11	2921	484.78217904935076	2307
2327	1488258115	13	2947	461.0818789527094	2307
2327	399872588	12	2964	2178.2462010335803	2307
2327	343184858	10	2964	2067.1205034366517	2307
2327	381101648	13	2954	2784.3853343199116	2307
2327	315955380	12	2937	597.6202515774506	2307
2327	244892997	11	2965	1064.6738121906606	2307
2327	1488159929	9	2965	739.7056364170555	2307
2327	390577169	7	2973	3890.1670428634516	2307
2327	1128019721	7	2940	711.0650818761685	2307
2327	1525725202	13	2954	2239.0748409912576	2307
2327	1488241730	5	2921	1300.8218199100047	2307
2327	269894410	14	2964	1905.6237110966495	2307
2327	401790769	4	2954	4647.773212859179	2307
2327	1488150863	9	2973	2421.137907632204	2307
2327	331295807	7	2954	4396.159735497133	2307
2327	263960694	9	2970	861.2744000551321	2307
2327	392926329	6	2921	755.5716394654087	2307
2327	294266923	12	2964	1036.2298934290432	2307
2327	381770292	12	2915	159.27058965730458	2307
2327	378603305	8	2954	1651.0959437193121	2307
2327	1215738871	9	2964	1517.0475428956572	2307
2327	348849623	12	2929	706.7478151452419	2307
2327	402597286	3	2970	2498.5969295828763	2307
2327	323682743	11	2964	785.3655504498907	2307
2327	401251603	11	2860	176.96296518175185	2307
2327	1531349068	13	2929	1187.9050985357542	2307
2327	383126625	14	2897	414.83879481460207	2307
2327	352618497	9	2944	1885.0919659306398	2307
2327	316657617	8	2955	3624.8380735128253	2307
2327	402716185	14	2897	433.2133295977523	2307
2327	1488254769	9	2921	855.7892119907214	2307
2327	304813011	7	2973	1720.679156503024	2307
2327	365905852	10	2937	912.5110904558962	2307
2327	331297242	6	2954	5510.806736166795	2307
2327	399680914	12	2964	875.6529415866765	2307
2327	399680914	12	2929	878.300291487054	2307
2327	399680914	12	2954	1565.848962616666	2307
2327	388154148	3	2957	815.6765289592946	2307
2327	302780843	13	2956	475.4402725007871	2307
2327	1411532785	14	2929	958.3659156258573	2307
2327	275117970	9	2964	1483.046613822136	2307
2327	301554285	5	2973	6175.167770851619	2307
2327	1487971428	10	2921	720.2444704097265	2307
2327	250985483	9	2937	1639.1516525671336	2307
2327	231248865	12	2929	506.5790924812786	2307
2327	231248865	12	2944	823.561614269818	2307
2327	197682567	3	2860	361.66432592682384	2307
2327	350996482	14	2965	1250.650518091868	2307
2327	327419228	7	2860	214.8176825485395	2307
2327	262749408	11	2954	1586.9965099873348	2307
2327	242286471	4	2973	1911.3948117425841	2307
2327	401690204	14	2971	601.8031623039981	2307
2327	374061144	14	2929	736.4158536743984	2307
2327	399206017	4	2973	3505.6013638989475	2307
2327	397624352	12	2860	101.79901478814583	2307
2327	391837043	7	2915	663.0007889525576	2307
2327	391837043	7	2921	1197.5198549035838	2307
2327	391837043	7	2964	2925.545161577506	2307
2327	398052332	7	2954	2959.698091050661	2307
2327	1775056478	6	2929	1109.3343731083066	2307
2327	1775056478	6	2966	1809.071837757939	2307
2327	403029553	8	2971	1124.3717713190258	2307
2327	88617840	9	2921	1251.254210760241	2307
2327	1488133131	13	2929	1732.5869222342853	2307
2327	401869467	10	2915	1245.5704683207246	2307
2327	1488277661	11	2973	4267.7384201377845	2307
2327	288434845	14	2937	1969.9981554735268	2307
2327	393170158	9	2954	5510.806736166795	2307
2327	355158050	13	2973	3325.1839255347572	2307
2327	403100554	14	2921	247.71183923814576	2307
2327	1766669955	12	2964	2394.5145672187955	2307
2327	402061301	6	2954	2119.1145368632037	2307
2327	364765486	9	2954	3375.985893145628	2307
2327	339625051	14	99	799.9962025573757	2307
2327	397800606	11	2954	1091.6919398041614	2307
2327	398628814	6	2954	5510.806736166795	2307
2327	301021330	13	2929	892.3464366177775	2307
2327	397044893	12	2944	1450.715757393826	2307
2327	354358333	7	2954	4401.72374253741	2307
2327	403871915	5	2973	4830.582539120829	2307
2327	226047322	14	2943	1116.3897098888062	2307
2327	403019140	11	99	613.5723303813912	2307
2327	331535258	4	2970	1692.135930333131	2307
2327	104257840	12	2973	1468.9195199573282	2307
2327	403218801	12	2974	396.15101540478025	2307
2327	1488160627	13	2976	220.9966403711571	2307
2327	403889645	14	2939	484.329664604241	2307
2327	391455285	10	2970	1317.8612060737096	2307
2327	377447631	7	2929	698.8467646420539	2307
2327	402541654	14	2929	2791.3600125657504	2307
2327	303057802	14	2944	1031.0095752452448	2307
2327	311924265	14	2929	506.5790924812786	2307
2327	350467184	9	2954	2400.204127921703	2307
2327	400412963	14	2966	1553.8933162354635	2307
2327	403115404	6	2971	1253.6320805369294	2307
2327	248983734	11	2954	2380.131075170972	2307
2327	81524550	14	2964	1036.2298934290432	2307
2327	249849119	8	2973	2600.2637008324605	2307
2327	345937671	9	2954	4458.634851110624	2307
2327	1488271510	12	2954	2120.539974205493	2307
2327	345992639	11	2921	1461.2370782191388	2307
2327	403350997	12	2954	1754.0776970193792	2307
2327	386949715	5	2977	649.3104538676688	2307
2327	385683305	14	2929	1035.799207480851	2307
2327	282819149	3	2860	330.7655280249486	2307
2327	397480604	11	2973	3028.5267836050916	2307
2327	403020365	12	2974	589.1639202694886	2307
2327	122794122	9	2954	3249.6131683809645	2307
2327	50775130	9	2965	1861.0369027302645	2307
2327	389632301	14	2980	453.26707961901775	2307
2327	389632301	14	2921	1234.3063741824385	2307
2327	402739291	7	2973	3031.0013513333042	2307
2327	1165900814	6	2954	2658.8740706552007	2307
2327	402618416	12	2973	1247.283567234107	2307
2327	1488253224	14	2964	1690.4097106320467	2307
2327	403172185	10	2964	1947.0688626495191	2307
2327	1646285496	8	2973	3322.9487206364506	2307
2327	158540947	7	2973	3337.3327752833284	2307
2327	403189451	11	2971	829.5344975992916	2307
2327	404099039	11	2954	3073.0719034330195	2307
2327	122694419	9	2973	3913.419825119796	2307
2327	279094282	14	2944	1135.2096710822411	2307
2327	128908883	10	2974	811.5664710541774	2307
2327	128908883	10	2954	4009.022823049135	2307
2327	325941867	5	99	1807.4414793313208	2307
2327	402114244	13	2959	1116.3897098888062	2307
2327	375472821	4	2929	1860.3115672002632	2307
2327	314662011	13	2973	1887.6846325686113	2307
2327	314662011	13	99	799.9962025573757	2307
2327	314662011	13	2966	910.7909469468938	2307
2327	315770845	7	2954	5510.806736166795	2307
2327	1890569380	11	2953	1103.7748324482768	2307
2327	403457632	8	2929	903.4447275247443	2307
2327	137282362	4	2965	1861.0369027302645	2307
2327	361931821	9	2974	1094.1307710104031	2307
2327	345006121	4	2973	3913.419825119796	2307
2327	273096045	11	2944	823.561614269818	2307
2327	349949155	13	2915	1316.0805845005941	2307
2327	370967395	7	2971	2426.4823905568105	2307
2327	349857666	9	2965	1866.788764681275	2307
2327	340512584	10	2964	1601.8481269884858	2307
2327	301384493	7	2921	2210.0031379664524	2307
2327	348350421	8	2897	2194.0904894400073	2307
2327	403508965	11	99	1026.7626110544782	2307
2327	347086032	4	2921	2991.375224183943	2307
2327	1512791816	14	2973	2004.074782796864	2307
2327	404027078	7	2954	3080.564444644188	2307
2327	1488245023	5	2954	5426.459057923413	2307
2327	394046740	9	2965	1876.9707946024903	2307
2327	258128125	14	2937	909.6396599653725	2307
2327	299633243	13	2944	1999.688340556029	2307
2327	1488287319	5	99	2735.4481325900724	2307
2327	403966346	11	2937	1977.8742922807687	2307
2327	1488246447	9	2973	1886.4157217258767	2307
2327	400039081	5	99	1191.0228493227587	2307
2327	348589429	7	2973	5310.189570209773	2307
2327	124810991	11	2971	718.1253579699949	2307
2327	404420548	11	2973	1813.1806199102036	2307
2327	404435150	7	2954	3386.419971469071	2307
2327	1488254213	13	2944	1130.316866245563	2307
2327	404441553	5	2973	1911.3948117425841	2307
2327	403417674	5	99	1284.5310753594786	2307
2327	403417674	5	2954	2652.900937453801	2307
2327	404456438	6	99	1941.1634732861874	2307
2327	393523390	7	99	1432.6811984102571	2307
2327	404483464	9	2973	6454.609892611874	2307
2327	249384017	16	2942	221.77482789758093	2307
2327	356477267	17	2915	275.24501400559467	2307
2327	250293487	17	2915	197.71858205415748	2307
2327	1557036058	17	2971	521.4632076290047	2307
2327	1781916298	16	2937	785.613558956268	2307
2327	401559630	17	2964	1078.4617132027263	2307
2327	1488247234	16	2897	394.9134976335539	2307
2327	237705192	16	2964	1163.0269405914084	2307
2327	286386179	15	2964	896.1666447740567	2307
2327	1677999908	17	2966	957.88380989467	2307
2327	389622449	16	2964	583.5306471370368	2307
2327	1714509031	15	2954	1023.1671286996079	2307
2327	1488253430	17	2964	1493.8833082233818	2307
2327	256827795	17	2944	1470.0772885404213	2307
2327	365034773	15	2937	728.608199869479	2307
2327	297087301	17	2939	125.43327671280747	2307
2327	401606950	15	2965	337.1321645040528	2307
2327	1488249489	16	2897	414.2835538664533	2307
2327	400570077	16	2915	250.05152385908318	2307
2327	1660734514	17	2956	269.8065632580174	2307
2327	389691544	17	2964	1339.8510196800685	2307
2327	1487961981	17	2930	752.1708754577504	2307
2327	1636685944	15	2921	350.7300797805913	2307
2327	312133213	17	2964	835.4448795931462	2307
2327	1488291951	17	2915	232.1189661821446	2307
2327	334294093	15	2973	2046.9617030124239	2307
2327	354222445	15	2966	738.0942693899951	2307
2327	401973467	17	2959	1086.0218353285306	2307
2327	401973467	17	2964	1148.1286810951772	2307
2327	1488278316	17	2964	896.1666447740567	2307
2327	1488123174	16	2937	571.6578951262644	2307
2327	1488206330	17	2964	1038.0918332430679	2307
2327	253080809	17	2952	550.5370508628207	2307
2327	246754466	15	2975	952.7646556324974	2307
2327	296271146	15	2964	1024.2439070055777	2307
2327	336943501	17	2975	1154.5054891837372	2307
2327	174060415	16	2921	366.82986969874094	2307
2327	342331616	16	2897	454.95528437258406	2307
2327	1118416096	15	2929	1494.5229258439033	2307
2327	368853082	15	2964	582.0208742948033	2307
2327	1888564503	15	2974	341.6219011794621	2307
2327	1566630274	17	2964	1767.8311437757075	2307
2327	341928139	17	2964	2020.483900160662	2307
2327	1488257181	17	2914	242.22913346452881	2307
2327	394237417	15	2956	298.4219412694848	2307
2327	322675575	15	2964	1339.8510196800685	2307
2327	402127246	15	2958	517.4169425862307	2307
2327	320156951	15	2970	323.6703004618506	2307
2327	402147338	15	2958	517.4169425862307	2307
2327	263471671	17	2940	285.5863329702191	2307
2327	263471671	17	2953	999.419481962633	2307
2327	402164449	15	2965	485.26742044942324	2307
2327	359616216	17	2929	1343.9017734604927	2307
2327	346402720	15	2860	183.94332504704442	2307
2327	135933080	16	2964	583.5306471370368	2307
2327	1488251895	17	2964	643.7493479368062	2307
2327	1488136399	16	2942	420.8157586324501	2307
2327	374225651	16	2964	1024.2439070055777	2307
2327	361836309	17	2940	225.81635951452628	2307
2327	307748014	17	2975	952.7646556324974	2307
2327	401617921	16	2929	583.7804902686747	2307
2327	1488265204	17	2937	713.4973102588647	2307
2327	401219585	15	2921	564.0283592525069	2307
2327	1488237384	16	2964	1339.8510196800685	2307
2327	355597388	15	2964	1618.5519968441579	2307
2327	355597388	15	99	584.5283533460725	2307
2327	373737506	16	2964	1163.0269405914084	2307
2327	187022420	17	2976	341.6219011794621	2307
2327	187022420	17	2930	420.0187722152438	2307
2327	286863168	17	2964	835.4448795931462	2307
2327	334769443	17	2897	600.2787690016772	2307
2327	1488285703	17	99	781.7402648108341	2307
2327	354350879	16	2973	2794.1614244807433	2307
2327	190577283	15	2956	311.14401511540586	2307
2327	190577283	15	2933	1055.0363041215808	2307
2327	152395280	16	2944	2746.649539202902	2307
2327	92493002	17	2929	524.9458690910983	2307
2327	371937564	15	2915	118.60711577267521	2307
2327	399727487	17	2968	782.0879004898104	2307
2327	362412987	17	2930	580.0023480001422	2307
2327	396844298	17	2915	373.4883375439612	2307
2327	401580862	15	2937	834.8412404827177	2307
2327	364645132	16	2957	178.2019044072873	2307
2327	364645132	16	2921	248.79229379349292	2307
2327	1488265429	17	99	781.7402648108341	2307
2327	1488255094	17	2966	523.571193073161	2307
2327	97814815	17	2964	1094.196830547215	2307
2327	402276635	17	2956	435.8112531300735	2307
2327	338039070	16	2954	1262.9601441617372	2307
2327	338039070	16	2964	814.1394893819242	2307
2327	402343199	17	2921	337.3655657129916	2307
2327	1488258020	17	2952	551.9651540885723	2307
2327	352642897	17	2964	1648.0478108232687	2307
2327	401131575	16	2964	1618.5519968441579	2307
2327	353152731	17	2964	755.3349153740115	2307
2327	1298427264	15	2958	301.7148789363285	2307
2327	1488234012	17	2897	394.9134976335539	2307
2327	394098978	15	2964	785.7793650408753	2307
2327	315709081	16	2954	1530.382566602507	2307
2327	399261251	15	2944	734.6535058732903	2307
2327	399261251	15	2964	643.7493479368062	2307
2327	1488258115	16	2947	366.93718773025194	2307
2327	300698826	16	2897	218.58935310971177	2307
2327	1274515922	15	2964	1163.0269405914084	2307
2327	263192488	16	2964	1339.8510196800685	2307
2327	381101648	16	2957	448.5683001014752	2307
2327	304971685	17	2953	825.2551435566796	2307
2327	340436046	15	99	294.0205912756024	2307
2327	402307520	15	99	210.1926313939359	2307
2327	402307520	15	2944	510.65507198491343	2307
2327	1072517582	16	2944	1340.1027018848563	2307
2327	1488130975	16	2954	1411.3029445412321	2307
2327	282425906	15	99	488.29181031930585	2307
2327	370411360	15	2954	935.8825819748884	2307
2327	269894410	17	2964	1648.0478108232687	2307
2327	332996712	17	2957	320.1118306747821	2307
2327	1488290685	17	2957	380.35453596226444	2307
2327	402642187	16	2897	517.4169425862307	2307
2327	1488009237	17	2964	2294.255492120057	2307
2327	402671895	16	2915	517.4169425862307	2307
2327	372516731	15	2955	1602.53171594264	2307
2327	387582918	17	2952	779.601790540714	2307
2327	399318125	17	2964	896.1666447740567	2307
2327	1133736570	17	2964	2084.259669514053	2307
2327	280978835	16	2897	545.3345684440751	2307
2327	402057408	15	2966	1340.3824971937029	2307
2327	400065162	16	2954	1831.5604083337216	2307
2327	1488264189	16	2954	1846.1771423657135	2307
2327	1443495495	17	2960	157.72526664573334	2307
2327	366376126	15	2964	1854.541243254215	2307
2327	392949933	16	2964	676.953034234646	2307
2327	263106792	17	2950	2170.1500896990747	2307
2327	1488253742	15	2930	703.894603949511	2307
2327	401869467	16	2944	655.4050299030475	2307
2327	1488255220	17	2897	597.8225059477596	2307
2327	291301961	15	2964	1269.8979064936277	2307
2327	403099494	15	2958	517.4169425862307	2307
2327	403118446	15	2915	517.4169425862307	2307
2327	398765959	15	2965	521.4632076290047	2307
2327	345542556	17	2860	98.38292527084799	2307
2327	368082036	15	2964	785.7793650408753	2307
2327	1303913108	17	2975	1437.474892728371	2307
2327	403863489	16	2958	517.4169425862307	2307
2327	1488252929	17	2964	617.4773473968634	2307
2327	403867241	16	2969	604.2522738017535	2307
2327	135075479	15	2929	364.60355253069815	2307
2327	250296398	15	2915	145.889501613317	2307
2327	403889645	15	2953	1108.2313199580612	2307
2327	1488265549	15	2929	583.7191443369371	2307
2327	318863094	16	2929	1074.759783683358	2307
2327	274603829	16	2964	612.2354878456838	2307
2327	263556601	16	2929	369.9232403907786	2307
2327	310528911	15	2964	1733.4871997286798	2307
2327	355645753	17	2964	802.5385249643543	2307
2327	81524550	17	2964	1163.0269405914084	2307
2327	312011622	16	2975	703.894603949511	2307
2327	403601539	15	99	539.9076485270632	2307
2327	1488261067	16	2964	766.7473555177668	2307
2327	1488261067	16	2974	255.66731658061408	2307
2327	390138788	16	2964	1726.5842421484335	2307
2327	1488289526	17	2964	676.953034234646	2307
2327	1488234074	17	2944	597.8225059477596	2307
2327	301113016	15	2964	933.1222072716284	2307
2327	402604883	17	2968	510.65507198491343	2307
2327	404107525	15	99	611.5236076901148	2307
2327	403889772	15	2964	1733.4871997286798	2307
2327	1488289980	17	2964	527.4440760374316	2307
2327	393469201	15	2937	415.89089485577523	2307
2327	393469201	15	2973	1005.7542351944336	2307
2327	348350421	17	2924	468.9191554425099	2307
2327	274130994	15	2937	1492.5073474364108	2307
2327	360713146	16	2964	945.4782024764947	2307
2327	360713146	16	2956	315.2640477636808	2307
2327	360713146	16	2958	915.3828083027624	2307
2327	404334456	16	2929	318.26714682685093	2307
2327	403511092	17	99	1077.2077259585842	2307
2327	403511092	17	2921	657.3955222373376	2307
2327	1834102972	16	2915	592.7474993488573	2307
2327	1834102972	16	2964	612.2354878456838	2307
2327	299633243	16	2944	1239.920578862104	2307
2327	393254279	16	99	232.48542342216624	2307
2327	400098713	17	2956	175.87307030980406	2307
2327	1488254213	17	2944	1154.5054891837372	2307
2327	403116412	15	2964	993.1492899616387	2307
2327	403851817	15	99	1310.9487025980832	2307
2328	356562039	69	2939	237.17754129109045	2307
2328	1488239518	53	2964	658.7224210641182	2307
2328	257732911	64	2975	574.5527406385715	2307
2328	391448276	38	2968	1299.2259945501653	2307
2328	354192937	41	2964	1460.093233439755	2307
2328	346416277	67	2977	133.24133005298953	2307
2328	1488251082	74	2977	400.7447037803058	2307
2328	148327228	51	2964	808.2373372150071	2307
2328	1488251259	80	2973	2434.920026923255	2307
2328	1488289039	57	2964	678.5088638877626	2307
2328	336219363	31	2956	311.7826706146993	2307
2328	290067003	69	2947	149.8136212534048	2307
2328	1488237379	74	2954	7591.168543764843	2307
2328	404359450	51	2924	364.3171510446612	2307
2328	1488246921	36	2944	1239.3405608697058	2307
2328	253071875	28	2973	3008.8395641010165	2307
2328	1487975521	54	2964	552.7699627998552	2307
2328	230665005	60	2964	2648.6096966726896	2307
2328	296381493	54	99	10584.625918100412	2307
2328	1632979627	45	99	13878.743768115984	2307
2328	157430244	72	2957	1499.6075543133115	2307
2328	368354021	23	2897	258.8407398968765	2307
2328	244892286	66	2964	553.1699918624136	2307
2328	404007630	41	2969	767.8626532443602	2307
2328	354195012	60	2966	1019.3618119111434	2307
2328	1488192729	63	2974	374.8851953397365	2307
2328	378285837	43	2929	950.471107503943	2307
2328	281881178	64	2964	746.116847536398	2307
2328	1644804874	71	2939	710.4157971674166	2307
2328	97454383	40	99	11870.673403956027	2307
2328	330275405	27	2954	2093.084623181505	2307
2328	1218974788	47	2953	529.5153083603201	2307
2328	341177833	21	2897	284.3573157918345	2307
2328	1488238763	57	2954	1515.9681874672804	2307
2328	291643357	67	2946	141.7388830938024	2307
2328	1488254188	43	2944	557.8297477367861	2307
2328	404618729	18	2973	7265.921971092152	2307
2328	145118609	58	2964	704.9180558092553	2307
2328	1595686445	26	2946	952.8997391341319	2307
2328	1488259060	53	2933	409.5965481549397	2307
2328	354287849	66	2964	553.1699918624136	2307
2328	1488243557	54	2967	471.2159370343418	2307
2328	199881762	30	2965	746.0087096011988	2307
2328	1571822826	47	2954	1089.8995273578348	2307
2328	383785724	41	2943	739.9811333644776	2307
2328	332562849	43	2973	1699.6652546461569	2307
2328	362023983	40	2964	438.0227341459691	2307
2328	162679832	64	2964	646.0990118625725	2307
2328	364568051	26	2915	1089.1611295462537	2307
2328	353322342	42	2964	2392.5641845830582	2307
2328	404968558	58	2964	802.6436916765514	2307
2328	354157491	35	2977	207.01522282915255	2307
2328	1488258657	61	2924	317.64764837401964	2307
2328	404970806	69	2964	987.9132617545977	2307
2328	123046695	48	2964	846.2307650139562	2307
2328	1599124856	71	2946	473.4937606088001	2307
2328	1725293884	68	2974	191.8108939196387	2307
2328	403490589	47	2915	602.0733448354739	2307
2328	1488292292	58	2964	1565.0806945390693	2307
2328	310457920	59	2946	128.07813542716588	2307
2328	395445485	35	2975	454.9544734309506	2307
2328	396121824	41	2954	1103.423053061166	2307
2328	342994274	20	2930	1656.5321156895125	2307
2328	1488234930	60	2964	3782.256452794961	2307
2328	289523264	62	2944	1339.500820812278	2307
2328	355738991	33	2897	150.89519990594644	2307
2328	399761682	56	2897	93.9682568890151	2307
2328	1488277345	39	99	13434.451240386126	2307
2328	246715670	50	2937	879.7435632023652	2307
2328	175967939	32	2964	2446.267223227574	2307
2328	1324568457	52	2964	1112.6593597829246	2307
2328	1488257661	34	2954	3984.730905360353	2307
2328	1459473497	48	2958	880.3162487284189	2307
2328	293708069	55	2972	963.6371959308475	2307
2328	404083666	24	2921	1964.4076646725348	2307
2328	361389635	45	2973	792.0609845671534	2307
2328	1835940683	64	2939	140.57046638738873	2307
2328	336227700	27	2954	2503.434951212242	2307
2328	1372613870	54	2897	141.70591464483653	2307
2328	360777887	22	2975	2170.8136726512193	2307
2328	1488254995	51	2960	236.13908264163615	2307
2328	1377262052	63	2976	181.73255361512267	2307
2328	1487995243	42	2964	1485.615170837839	2307
2328	167873961	36	2954	1173.794580545276	2307
2328	1488287119	51	2974	204.36370488643337	2307
2328	1488285684	78	2946	1329.2594777300255	2307
2328	390826294	32	2948	869.0772744079879	2307
2328	351183325	57	2929	320.2013855791277	2307
2328	1488220365	52	2964	1413.5371307941896	2307
2328	1488260711	74	2978	2131.3040468261543	2307
2328	404988607	67	2983	243.34104433488145	2307
2328	404434017	54	2964	1350.5347922580513	2307
2328	1488291805	62	2964	2142.6708695272473	2307
2328	280750804	22	2929	1445.2555867090296	2307
2328	1488228670	59	2968	1195.9458411348492	2307
2328	61935841	64	2964	372.02420022245155	2307
2328	1488047369	74	2946	588.6432351895292	2307
2328	355395167	73	2981	1928.8297842057407	2307
2328	123510809	67	2970	415.24900376897523	2307
2328	311241100	35	2964	1815.5943459371122	2307
2328	1806740192	50	2964	704.9180558092553	2307
2328	1488240233	53	2964	910.7786626072193	2307
2328	1488278159	67	2964	414.49339852095767	2307
2328	338997111	51	2929	1747.400049348215	2307
2328	1488240570	32	2897	218.78908212199156	2307
2328	293849808	78	2946	588.6432351895292	2307
2328	1488255700	41	2929	727.5065455853195	2307
2328	402832214	43	2915	736.7709733996608	2307
2328	1514524019	69	2964	579.8993880490834	2307
2328	294444027	65	2979	336.545524215043	2307
2328	1128017705	74	2964	979.8213069461439	2307
2328	289022915	62	2969	729.9287487290352	2307
2328	1488253728	46	2964	1063.075718855528	2307
2328	404141358	40	2966	1303.6210552032628	2307
2328	99859416	29	2937	1421.3879072697803	2307
2328	1488265682	40	2973	3841.449044064638	2307
2328	1488259455	45	2929	531.3476721642569	2307
2328	381296653	43	2915	552.5831361354612	2307
2328	1684477293	38	2974	423.38780376832256	2307
2328	1488254358	67	2946	360.14582149169973	2307
2328	404991231	37	99	13878.743768115984	2307
2328	1553634952	58	2964	656.6524017370527	2307
2328	324708028	43	2980	342.8066317968354	2307
2328	331714418	48	2915	1039.998357155689	2307
2328	312062364	58	2958	738.6475348562636	2307
2328	367502807	19	2975	3484.190937126178	2307
2328	262221695	49	2966	709.6287968917779	2307
2328	250297137	41	2964	715.2821106522515	2307
2328	313968856	76	2979	1252.608919547275	2307
2328	287340760	66	2958	584.1251576117694	2307
2328	1636961892	27	2897	138.4916696729049	2307
2328	1488257259	63	2943	468.27288416160366	2307
2328	1488242357	58	2939	138.16920854578862	2307
2328	1488131913	42	2966	1149.6059572594472	2307
2328	264132005	50	2924	225.25468575285893	2307
2328	364107094	60	2964	717.6215946592164	2307
2328	1488286100	48	2974	286.6155117755899	2307
2328	1488240427	63	2977	285.44340951155783	2307
2328	399857563	42	2975	728.282116156009	2307
2328	340949732	40	99	13878.743768115984	2307
2328	323150275	42	2954	669.5147839159804	2307
2328	405496911	19	2973	2365.256264988441	2307
2328	1432868888	51	2964	587.5470358119238	2307
2328	345891735	74	2964	3243.3670367577306	2307
2328	1488263258	64	99	12777.994136272977	2307
2328	374066462	44	2964	994.7640797735149	2307
2328	1526124406	36	2966	280.6415531931414	2307
2328	1488247622	51	2929	453.5669737055055	2307
2328	159276477	23	2897	187.562364628695	2307
2328	1440044791	31	2944	987.4819181552086	2307
2328	1488255320	46	2964	618.2965132389161	2307
2328	405508078	60	99	9425.134308316434	2307
2328	1487959895	45	2915	545.8382109774243	2307
2328	1609712958	33	2964	2533.2064892075505	2307
2328	1488289228	64	2943	457.77988227407116	2307
2328	254553755	26	2944	775.8761726926327	2307
2328	405496402	21	99	13878.743768115984	2307
2328	1488241603	60	2948	121.35244810475506	2307
2328	393561112	37	2973	792.0609845671534	2307
