vague_cine_inv	pid	age	q2ad	Entrées Extrapolées	mois_cine
2326	400116841	19	2860	98.43419800474588	2307
2326	3162713	57	2921	1452.7623516417511	2307
2326	400121848	18	2915	1978.3987727019207	2307
2326	390189044	38	2915	459.5417806349243	2307
2326	400105574	57	2956	475.53280453884094	2307
2326	272841101	68	2966	809.1780531384306	2307
2326	88009078	59	2964	834.3030976605164	2307
2326	395066107	65	2897	535.7128956857056	2307
2326	400133509	44	2959	1083.0939409221662	2307
2326	400118224	37	2942	743.9504005254762	2307
2326	400134700	18	2921	503.0879609130923	2307
2326	400131396	46	2964	5097.664175913659	2307
2326	1376186983	28	2964	2764.9517482312676	2307
2326	1488278320	45	99	564.6787092945443	2307
2326	400109044	18	2921	569.5857300314499	2307
2326	364587107	23	2958	875.8965013968918	2307
2326	390281755	33	2915	892.9299530063697	2307
2326	400109218	26	2954	2430.222893764545	2307
2326	400154088	76	2924	581.9544711690259	2307
2326	1488249993	50	2944	1342.8648198333408	2307
2326	345906721	54	2964	1463.2919298617248	2307
2326	399727113	56	2964	4203.276822643696	2307
2326	1275300320	52	2964	3219.0826586283306	2307
2326	332226911	42	2860	183.8754933155433	2307
2326	342563039	26	99	1535.9173553708097	2307
2326	90978653	73	2946	695.55709395016	2307
2326	354400588	59	2964	3591.644137556114	2307
2326	1613994971	46	2954	3689.6578852087187	2307
2326	392656225	22	2929	1783.2073266750224	2307
2326	400177126	18	2968	708.5801446200844	2307
2326	317726351	33	2929	1149.4590264697588	2307
2326	1523011418	50	2965	1051.1910209116584	2307
2326	399313668	23	2939	954.646759621452	2307
2326	1488257222	58	2958	795.8359057410094	2307
2326	1268313278	61	2946	650.5053029918909	2307
2326	1488256159	53	2957	1744.4313656099434	2307
2326	394490003	25	2954	3526.877600835162	2307
2326	248747490	54	2964	1068.2824415077744	2307
2326	142735934	55	2933	726.097314846556	2307
2326	339335789	39	2972	1014.4453237178657	2307
2326	400193994	76	2924	581.9544711690259	2307
2326	400197714	33	2968	852.3620985901722	2307
2326	206002843	53	99	325.83445310253023	2307
2326	9664953	65	2946	627.7600831709735	2307
2326	385183771	41	2860	127.48537149387107	2307
2326	399784943	66	99	381.8707121044591	2307
2326	138504637	43	99	481.3207006759592	2307
2326	244510572	54	2964	4203.276822643696	2307
2326	400206502	45	2955	3639.6283850824802	2307
2326	379765546	25	2964	2319.283141348467	2307
2326	400208933	39	2929	1844.2390564654172	2307
2326	374054458	22	2897	873.7353938668374	2307
2326	329634673	55	2964	3238.806875527644	2307
2326	352363714	40	2966	1333.3914004416133	2307
2326	343681673	40	2964	4596.877961666419	2307
2326	1831259605	51	2915	257.7516937225339	2307
2326	400219006	19	99	944.1976610443115	2307
2326	1782690644	47	2964	2030.0451975557094	2307
2326	345667861	51	2939	656.0631290979532	2307
2326	339340035	32	99	629.8784860600567	2307
2326	89957150	43	2954	4179.537401425165	2307
2326	276330805	28	2949	4629.233902070471	2307
2326	1813164333	23	2914	409.6679370263338	2307
2326	329857797	23	2968	1693.7376384274078	2307
2326	382243799	23	2929	1492.007659138853	2307
2326	317193642	38	2914	558.1832235381727	2307
2326	354362518	40	2954	5510.806736166823	2307
2326	306021242	36	2921	529.4639960788196	2307
2326	397732484	25	2956	495.3745485703678	2307
2326	5361385	40	2966	1885.009678463445	2307
2326	355774926	47	2946	178.58964756178733	2307
2326	1488284746	47	2964	918.2081486918198	2307
2326	400237262	18	2955	1388.3946691281894	2307
2326	400239106	22	2955	1879.7445287821313	2307
2326	242533679	28	2954	3258.186633412938	2307
2326	361950290	27	2923	1470.6323783056034	2307
2326	1812110521	53	2964	1509.9285087583796	2307
2326	400244556	65	99	874.5981767925542	2307
2326	400246173	18	2929	1166.9142674993975	2307
2326	1621040341	60	2946	612.7182353372906	2307
2326	128677248	25	2954	4280.624376018585	2307
2326	396576252	55	2939	715.7014436245627	2307
2326	255195660	23	2964	5504.679017588064	2307
2326	354418284	42	99	515.9325501960344	2307
2326	339414567	23	2921	707.7747188423651	2307
2326	1867750273	22	2929	1330.6201201074732	2307
2326	296037481	55	2939	353.72520635504065	2307
2326	273074936	23	99	1476.238457987668	2307
2326	275770345	43	2921	313.9413902661299	2307
2326	394880587	43	2939	413.6909699350813	2307
2326	1488254893	45	2959	849.3463570217688	2307
2326	320932105	38	2944	984.4531119843715	2307
2326	296326113	69	2924	168.65061996856224	2307
2326	1488024138	33	2915	679.1816457548383	2307
2326	340659195	52	2914	429.27892959425634	2307
2326	1488259070	38	99	1083.397243881581	2307
2326	273713608	45	2929	778.2054397867807	2307
2326	196229780	61	2964	1938.7883838767382	2307
2326	159589220	36	2956	455.46059748562914	2307
2326	400277898	20	2915	1071.4591010152726	2307
2326	374075505	53	2957	858.2858727384303	2307
2326	397546796	23	2929	1416.1606203930198	2307
2326	261798685	73	99	1171.4549017680897	2307
2326	400300648	22	2921	563.5223244513854	2307
2326	400301847	22	2964	3316.6553270814743	2307
2326	269892111	34	2929	1872.3511798210584	2307
2326	400323251	43	2952	1819.2177972336349	2307
2326	400293855	35	2959	924.7924168487638	2307
2326	244471984	53	99	893.3147354900673	2307
2326	381882212	22	2921	496.7266776671384	2307
2326	400358052	33	2947	829.8495131367408	2307
2326	173215728	62	2961	1121.6085028524756	2307
2326	311978216	51	99	1676.4947386226077	2307
2326	348086732	36	2915	357.58250102064267	2307
2326	395087559	54	2964	2519.351694763421	2307
2326	283668198	52	2939	163.26558404890423	2307
2326	400375979	68	2966	1286.6448239182932	2307
2326	327643176	44	2954	2896.317590853891	2307
2326	380113400	68	2914	591.0013496514655	2307
2326	324525458	49	2860	123.24056002341716	2307
2326	1488281584	46	2929	1472.7326611897972	2307
2326	251458567	23	2942	385.5131786479801	2307
2326	400385134	18	2929	1120.1513813805657	2307
2326	400385048	35	2965	1093.2529866395514	2307
2326	381107124	40	2860	110.6739292480158	2307
2326	385180844	38	2929	2998.0360666532083	2307
2326	148937338	66	2929	357.89548527496555	2307
2326	400385453	32	2944	1527.924881010801	2307
2326	236979853	73	2914	2609.7617450527428	2307
2326	333415204	57	2964	2524.3573301961487	2307
2326	400385489	39	2860	188.3287193396171	2307
2326	399637324	21	2897	1749.5116565002668	2307
2326	395677393	49	2964	1500.2976295132821	2307
2326	398430372	67	2964	567.6939858946265	2307
2326	356883608	23	2929	1045.9878062562152	2307
2326	386643008	44	2964	1253.8952052410991	2307
2326	293120923	68	2964	1045.323675037924	2307
2326	380938090	18	2964	2552.052874862408	2307
2326	386619247	41	2933	956.6453186700759	2307
2326	183457893	45	2915	292.46236558474055	2307
2326	1488208047	27	2946	1143.6605871726567	2307
2326	1678101214	50	2964	2531.6813546107746	2307
2326	239250647	35	2921	988.439004917723	2307
2326	342302824	36	2929	1988.9713493149652	2307
2326	347497287	64	2958	517.4762175270322	2307
2326	400076105	27	2964	3998.956528787827	2307
2326	323754409	57	2860	158.3484362291062	2307
2326	391512209	60	99	1104.7829114596482	2307
2326	400104033	33	2921	1638.1743839213198	2307
2326	290716723	45	2964	1243.1600193844195	2307
2326	1270586893	34	2964	5504.679017588064	2307
2326	396948159	49	2964	1238.916054648831	2307
2326	400459643	38	99	626.1950939912376	2307
2326	352228066	26	2924	423.6489186293852	2307
2326	395274282	63	2946	879.2803252683441	2307
2326	397995836	59	2943	538.237630110147	2307
2326	400468103	38	2942	392.87774759409757	2307
2326	400465087	19	2930	513.0126882057879	2307
2326	107129541	51	2915	689.600989524151	2307
2326	88202320	47	2921	3473.944869221173	2307
2326	80445588	20	2959	5364.746897858582	2307
2326	400485909	18	2964	2114.7808184637242	2307
2326	400487169	61	2959	410.6591097911164	2307
2326	354777363	51	2964	3163.969434015059	2307
2326	310227184	37	99	514.0281853498325	2307
2326	272322862	24	2967	617.6833398825955	2307
2326	323396706	21	2952	617.6833398825955	2307
2326	317643092	32	2947	2609.7617450527428	2307
2326	400498795	20	2964	2927.9133800580175	2307
2326	331003691	59	2964	1827.1396254523995	2307
2326	400504699	22	99	1188.3641982643885	2307
2326	210711616	26	2942	423.4275981205204	2307
2326	1488259707	54	2964	1137.024386974196	2307
2326	1401490258	46	2944	1233.8901146366327	2307
2326	1488290411	61	2915	881.2690990517373	2307
2326	400511929	40	2956	520.3878348975234	2307
2326	398549161	21	2966	1722.6033162064962	2307
2326	1536287527	43	2964	680.9649335949981	2307
2326	400201966	18	2964	1314.9794345212285	2307
2326	1843447669	19	2954	5510.806736166823	2307
2326	1488245444	39	2963	940.2667990996682	2307
2326	393538547	53	2964	5504.679017588064	2307
2326	1687012818	25	2897	965.1252339339783	2307
2326	301857543	48	2964	718.5367228695522	2307
2326	1488251586	43	2897	859.9543250594777	2307
2326	1488263116	39	2964	1039.5761761903843	2307
2326	318442420	52	2937	3948.543062604779	2307
2326	358865333	39	2964	1097.4504418919396	2307
2326	348100064	37	2929	1873.490014699619	2307
2326	349010826	26	2954	5510.806736166823	2307
2326	400553495	63	2942	612.7182353372906	2307
2326	1488265625	76	2964	5504.679017588064	2307
2326	354762954	64	2964	2571.087904049555	2307
2326	400515155	23	2921	606.2374895951548	2307
2326	400295878	22	2954	1458.8893820981962	2307
2326	299527296	50	2943	681.917795674789	2307
2326	309296030	58	2964	1657.5746425104505	2307
2326	310639456	54	2937	3251.570728045272	2307
2326	1318135590	49	2964	2030.0451975557094	2307
2326	395483791	40	2958	548.8449549220974	2307
2326	400572278	24	2860	379.6083377450858	2307
2326	400408177	24	2957	686.8651688293643	2307
2326	397994192	67	2967	410.6591097911164	2307
2326	1488230923	58	2966	727.4167326484086	2307
2326	395949727	43	99	584.1281069756259	2307
2326	1488261153	53	2964	2264.652111193104	2307
2326	1463894098	32	2964	5504.679017588064	2307
2326	1488263928	77	2967	1918.5292308769372	2307
2326	400628304	61	2960	503.1053314795256	2307
2326	310635673	60	2964	920.1326833938741	2307
2326	1074193905	75	2961	2451.6619919709738	2307
2326	400620421	26	2924	1207.9166751770406	2307
2326	332902741	47	2921	814.2733317764943	2307
2326	1488261459	67	2914	481.51225316737225	2307
2326	381354236	46	2954	1890.4432789829525	2307
2326	261415659	35	2958	629.2596810129902	2307
2326	204201715	43	2939	444.80801780734737	2307
2326	400570824	20	2897	1700.9065974680802	2307
2326	331724318	47	99	481.3207006759592	2307
2326	250245598	40	2955	1575.846388800827	2307
2326	393654278	53	2968	858.5247224441434	2307
2326	1488128342	48	2964	2431.720113360093	2307
2326	1296662727	71	2967	1604.3447751256679	2307
2326	1488276306	45	2944	5408.609692324406	2307
2326	1369240216	61	2939	303.86306549564887	2307
2326	1646375736	21	2957	993.6797330156094	2307
2326	265856509	42	2948	257.09553914037286	2307
2326	366137796	37	2966	1182.1060397639937	2307
2326	1488260606	34	2954	3290.2735006491134	2307
2326	1488097928	36	2897	432.83876263759464	2307
2326	375571918	44	2964	1221.8761429996573	2307
2326	344936539	45	2860	282.97353805100727	2307
2326	88614544	24	99	1127.2993359584523	2307
2326	397469455	22	2914	516.3988936285566	2307
2326	221800793	61	2964	1663.510643111189	2307
2326	1488238740	32	2966	2487.6219856190414	2307
2326	1511400031	55	2929	981.8758837753836	2307
2326	395308557	56	2921	381.13036318654156	2307
